region_id,date,element,station_count,minimum,maximum
SA-02,20200726,TMIN,1,24.0,24.0
SA-02,20200727,TMAX,1,34.0,34.0
SA-02,20200727,TMIN,2,23.0,31.0
SA-02,20200728,TMAX,2,34.0,38.0
SA-02,20200728,TMIN,1,22.0,22.0
SA-02,20200729,TMAX,2,31.0,36.4
SA-02,20200729,TMIN,1,23.0,23.0
SA-02,20200730,TMAX,2,33.0,37.0
SA-02,20200730,TMIN,2,21.0,30.0
SA-02,20200731,PRCP,1,4.1,4.1
SA-02,20200731,TMAX,2,33.0,38.0
SA-02,20200731,TMIN,1,23.5,23.5
SA-02,20200801,TMAX,2,33.0,37.0
SA-02,20200801,TMIN,1,22.0,22.0
SA-02,20200802,TMAX,2,33.0,36.2
SA-02,20200802,TMIN,2,21.0,31.6
SA-02,20200803,TMAX,2,34.0,40.4
SA-02,20200803,TMIN,2,23.0,32.6
SA-02,20200804,TMAX,2,33.0,38.0
SA-02,20200804,TMIN,1,23.0,23.0
SA-02,20200805,TMAX,2,32.0,38.0
SA-02,20200805,TMIN,1,30.6,30.6
SA-02,20200806,TMAX,1,30.0,30.0
SA-02,20200806,TMIN,2,22.5,30.0
SA-02,20200807,TMAX,2,31.0,38.0
SA-02,20200807,TMIN,1,22.0,22.0
SA-02,20200808,TMAX,2,32.0,37.4
SA-02,20200808,TMIN,2,22.0,30.8
SA-02,20200809,TMAX,2,32.0,37.4
SA-02,20200809,TMIN,2,22.0,30.0
SA-02,20200810,TMAX,1,34.0,34.0
SA-02,20200810,TMIN,2,24.0,30.0
SA-02,20200811,TMAX,2,35.0,37.0
SA-02,20200811,TMIN,2,24.0,30.0
SA-02,20200812,TMAX,2,34.0,41.6
SA-02,20200812,TMIN,2,24.0,30.6
SA-02,20200813,TMAX,1,33.0,33.0
SA-02,20200813,TMIN,2,24.0,29.9
SA-02,20200814,TMAX,2,33.0,40.0
SA-02,20200814,TMIN,2,23.0,29.0
SA-02,20200815,TMAX,2,33.0,40.0
SA-02,20200815,TMIN,2,22.0,29.0
SA-02,20200816,TMAX,2,34.0,41.0
SA-02,20200816,TMIN,2,22.0,29.6
SA-02,20200817,TMAX,2,36.0,41.4
SA-02,20200817,TMIN,1,24.0,24.0
SA-02,20200818,TMAX,2,36.0,39.2
SA-02,20200818,TMIN,2,24.5,30.8
SA-02,20200819,TMAX,1,38.0,38.0
SA-02,20200819,TMIN,2,25.0,30.0
SA-02,20200820,TMAX,2,38.0,38.0
SA-02,20200820,TMIN,2,25.0,30.0
SA-02,20200821,TMAX,2,38.0,38.0
SA-02,20200821,TMIN,1,27.0,27.0
SA-02,20200822,TMAX,2,37.0,38.0
SA-02,20200822,TMIN,2,26.0,29.0
SA-02,20200823,TMAX,2,36.0,40.4
SA-02,20200823,TMIN,2,25.0,28.8
SA-02,20200824,TMAX,2,36.0,40.6
SA-02,20200824,TMIN,2,24.0,28.8
SA-02,20200825,TMAX,2,35.0,40.4
SA-02,20200825,TMIN,1,26.0,26.0
SA-02,20200826,TMAX,1,37.0,37.0
SA-02,20200826,TMIN,1,25.0,25.0
SA-02,20200827,TMAX,2,35.0,38.4
SA-02,20200827,TMIN,2,25.0,28.6
SA-02,20200828,TMAX,2,34.0,39.4
SA-02,20200828,TMIN,2,23.0,29.0
SA-02,20200829,TMAX,1,36.0,36.0
SA-02,20200829,TMIN,2,23.0,28.5
SA-02,20200830,TMAX,1,37.0,37.0
SA-02,20200830,TMIN,2,24.0,28.0
SA-02,20200831,TMAX,2,37.0,38.0
SA-02,20200831,TMIN,1,23.0,23.0
SA-02,20200901,TMAX,1,36.0,36.0
SA-02,20200901,TMIN,2,24.0,30.0
SA-02,20200902,TMAX,2,36.0,38.2
SA-02,20200902,TMIN,2,24.0,31.8
SA-02,20200903,TMAX,1,37.0,37.0
SA-02,20200903,TMIN,1,32.6,32.6
SA-02,20200904,TMAX,2,36.0,39.0
SA-02,20200904,TMIN,1,22.0,22.0
SA-02,20200905,TMAX,1,36.0,36.0
SA-02,20200905,TMIN,2,22.0,30.0
SA-02,20200906,TMAX,2,36.0,37.4
SA-02,20200906,TMIN,2,22.0,29.6
SA-02,20200907,TMAX,2,37.0,37.2
SA-02,20200907,TMIN,2,22.0,29.0
SA-02,20200908,TMAX,2,36.2,37.0
SA-02,20200908,TMIN,2,22.0,30.0
SA-02,20200909,TMAX,1,37.0,37.0
SA-02,20200909,TMIN,2,23.0,30.8
SA-02,20200910,TMAX,1,36.0,36.0
SA-02,20200910,TMIN,1,31.6,31.6
SA-02,20200911,TMAX,1,34.0,34.0
SA-02,20200911,TMIN,1,24.0,24.0
SA-02,20200912,TMAX,1,36.0,36.0
SA-02,20200912,TMIN,2,23.0,31.6
SA-02,20200913,TMAX,1,36.0,36.0
SA-02,20200913,TMIN,1,22.0,22.0
SA-02,20200914,TMAX,2,36.0,39.4
SA-02,20200914,TMIN,1,22.0,22.0
SA-02,20200915,TMAX,2,36.0,36.2
SA-02,20200915,TMIN,2,21.0,28.4
SA-02,20200916,TMAX,2,36.0,37.0
SA-02,20200916,TMIN,1,24.0,24.0
SA-02,20200917,TMAX,2,36.0,40.0
SA-02,20200917,TMIN,2,21.0,23.0
SA-02,20200918,TMAX,1,35.0,35.0
SA-02,20200918,TMIN,1,22.0,22.0
SA-02,20200919,TMAX,1,35.0,35.0
SA-02,20200919,TMIN,1,20.0,20.0
SA-02,20200920,TMAX,2,34.0,39.4
SA-02,20200920,TMIN,1,21.0,21.0
SA-02,20200921,TMAX,2,34.0,39.3
SA-02,20200921,TMIN,1,20.0,20.0
SA-02,20200922,TMAX,2,35.0,38.0
SA-02,20200922,TMIN,2,21.0,28.0
SA-02,20200923,TMAX,1,35.0,35.0
SA-02,20200923,TMIN,1,21.0,21.0
SA-02,20200924,TMAX,2,35.0,43.4
SA-02,20200924,TMIN,2,21.0,28.8
SA-02,20200925,TMAX,2,35.0,38.4
SA-02,20200925,TMIN,1,20.0,20.0
SA-02,20200926,TMAX,2,35.0,36.4
SA-02,20200926,TMIN,2,20.0,28.7
SA-02,20200927,TMAX,2,34.0,39.6
SA-02,20200927,TMIN,2,21.0,29.5
SA-02,20200928,TMAX,2,35.0,38.0
SA-02,20200928,TMIN,2,21.0,28.6
SA-02,20200929,TMAX,2,34.0,39.2
SA-02,20200929,TMIN,2,20.0,28.2
SA-02,20200930,TMAX,2,33.0,36.8
SA-02,20200930,TMIN,2,21.0,30.6
SA-02,20201001,TMAX,2,34.0,35.0
SA-02,20201002,TMAX,2,34.0,37.8
SA-02,20201002,TMIN,1,19.0,19.0
SA-02,20201003,TMAX,2,33.0,35.4
SA-02,20201003,TMIN,2,19.0,28.6
SA-02,20201004,TMAX,2,33.0,35.4
SA-02,20201004,TMIN,2,18.0,28.8
SA-02,20201005,TMAX,2,33.0,36.0
SA-02,20201005,TMIN,2,20.0,28.4
SA-02,20201006,TMAX,2,33.0,38.4
SA-02,20201006,TMIN,2,22.0,27.5
SA-02,20201007,TMAX,2,34.0,37.9
SA-02,20201007,TMIN,2,19.0,28.8
SA-02,20201008,TMAX,2,34.0,36.0
SA-02,20201008,TMIN,2,19.0,28.8
SA-02,20201009,TMAX,2,33.0,39.4
SA-02,20201009,TMIN,2,18.0,28.0
SA-02,20201010,TMAX,2,32.0,43.4
SA-02,20201010,TMIN,2,18.0,28.0
SA-02,20201011,TMAX,2,31.0,43.4
SA-02,20201011,TMIN,1,18.0,18.0
SA-02,20201012,TMAX,1,31.0,31.0
SA-02,20201012,TMIN,2,15.0,26.6
SA-02,20201013,TMAX,2,31.0,43.0
SA-02,20201013,TMIN,2,15.0,26.7
SA-02,20201014,TMAX,2,31.0,43.2
SA-02,20201014,TMIN,2,15.0,26.0
SA-02,20201015,TMAX,2,30.0,43.5
SA-02,20201015,TMIN,2,15.0,25.0
SA-02,20201016,TMAX,2,31.0,42.8
SA-02,20201016,TMIN,1,17.0,17.0
SA-02,20201017,TMAX,1,31.0,31.0
SA-02,20201017,TMIN,2,16.0,26.4
SA-02,20201018,TMAX,2,30.0,41.2
SA-02,20201018,TMIN,2,15.0,25.7
SA-02,20201019,TMAX,1,29.0,29.0
SA-02,20201019,TMIN,2,14.0,25.7
SA-02,20201020,TMAX,1,29.0,29.0
SA-02,20201020,TMIN,2,13.0,25.9
SA-02,20201021,TMAX,2,30.0,40.6
SA-02,20201021,TMIN,2,14.0,25.4
SA-02,20201022,TMAX,2,31.0,42.5
SA-02,20201022,TMIN,2,15.0,25.9
SA-02,20201023,TMAX,1,30.0,30.0
SA-02,20201023,TMIN,1,15.0,15.0
SA-02,20201024,TMAX,2,31.0,40.4
SA-02,20201024,TMIN,1,15.0,15.0
SA-02,20201025,TMAX,2,31.0,35.3
SA-02,20201025,TMIN,2,15.0,27.0
SA-02,20201026,TMAX,1,31.0,31.0
SA-02,20201026,TMIN,1,16.0,16.0
SA-02,20201027,TMAX,2,30.0,36.2
SA-02,20201027,TMIN,1,14.0,14.0
SA-02,20201028,TMAX,2,28.0,39.6
SA-02,20201028,TMIN,2,14.0,23.8
SA-02,20201029,TMAX,2,28.0,36.6
SA-02,20201029,TMIN,2,14.0,26.4
SA-02,20201030,TMAX,2,30.0,36.2
SA-02,20201030,TMIN,2,13.0,26.5
SA-02,20201031,TMAX,1,30.0,30.0
SA-02,20201031,TMIN,2,13.0,27.7
SA-02,20201101,TMAX,1,31.0,31.0
SA-02,20201101,TMIN,1,13.0,13.0
SA-02,20201102,TMAX,1,30.0,30.0
SA-02,20201102,TMIN,2,14.0,27.5
SA-02,20201103,TMAX,2,30.0,34.7
SA-02,20201103,TMIN,2,14.0,26.5
SA-02,20201104,TMAX,2,29.0,33.9
SA-02,20201104,TMIN,2,15.0,27.6
SA-02,20201105,TMAX,2,28.0,35.3
SA-02,20201105,TMIN,2,15.0,26.9
SA-02,20201106,TMAX,1,26.0,26.0
SA-02,20201106,TMIN,2,14.0,26.0
SA-02,20201107,TMAX,1,26.0,26.0
SA-02,20201107,TMIN,2,14.0,26.6
SA-02,20201108,TMAX,2,29.0,34.6
SA-02,20201108,TMIN,2,14.0,26.0
SA-02,20201109,TMAX,2,30.0,34.9
SA-02,20201109,TMIN,2,16.0,28.0
SA-02,20201110,TMAX,2,29.0,35.5
SA-02,20201110,TMIN,2,17.0,26.5
SA-02,20201111,TMAX,2,29.0,33.2
SA-02,20201111,TMIN,2,16.0,26.6
SA-02,20201112,TMAX,2,29.0,34.0
SA-02,20201112,TMIN,1,16.0,16.0
SA-02,20201113,TMAX,1,29.0,29.0
SA-02,20201113,TMIN,2,15.0,25.6
SA-02,20201114,TMAX,2,30.0,35.3
SA-02,20201114,TMIN,2,15.0,24.5
SA-02,20201115,TMAX,2,28.0,33.4
SA-02,20201115,TMIN,1,15.0,15.0
SA-02,20201116,TMIN,1,13.0,13.0
SA-02,20201117,TMAX,2,29.0,33.5
SA-02,20201117,TMIN,2,14.0,18.2
SA-02,20201118,TMAX,1,28.0,28.0
SA-02,20201118,TMIN,1,24.0,24.0
SA-02,20201119,TMAX,2,27.0,33.8
SA-02,20201119,TMIN,2,14.0,25.0
SA-02,20201120,TMAX,1,28.0,28.0
SA-02,20201120,TMIN,1,14.0,14.0
SA-02,20201121,TMAX,1,26.0,26.0
SA-02,20201121,TMIN,1,13.0,13.0
SA-02,20201122,TMAX,2,27.0,30.3
SA-02,20201122,TMIN,2,15.0,23.0
SA-02,20201123,TMAX,2,28.0,31.4
SA-02,20201123,TMIN,2,12.0,23.6
SA-02,20201124,TMAX,2,29.0,31.2
SA-02,20201124,TMIN,2,12.0,23.8
SA-02,20201125,TMAX,2,29.0,31.6
SA-02,20201125,TMIN,2,14.0,24.7
SA-02,20201126,TMAX,1,23.0,23.0
SA-02,20201126,TMIN,1,15.0,15.0
SA-03,20200501,TMAX,3,34.5,37.1
SA-03,20200501,TMIN,3,20.0,21.4
SA-03,20200502,TMAX,3,34.7,35.2
SA-03,20200502,TMIN,3,20.0,22.6
SA-03,20200503,TMAX,3,36.6,38.3
SA-03,20200503,TMIN,3,21.0,21.0
SA-03,20200504,TMAX,2,36.0,39.7
SA-03,20200504,TMIN,3,21.4,25.0
SA-03,20200505,TMAX,3,35.5,38.3
SA-03,20200505,TMIN,3,22.4,25.9
SA-03,20200506,TMAX,3,35.0,38.0
SA-03,20200506,TMIN,2,21.2,22.0
SA-03,20200507,TMAX,3,36.2,38.3
SA-03,20200507,TMIN,3,18.0,24.2
SA-03,20200508,TMAX,3,36.0,39.1
SA-03,20200508,TMIN,3,20.4,25.8
SA-03,20200509,TMAX,3,35.6,38.0
SA-03,20200509,TMIN,2,20.7,29.0
SA-03,20200510,TMAX,3,34.7,38.0
SA-03,20200510,TMIN,3,19.9,27.0
SA-03,20200511,TMAX,3,38.0,39.2
SA-03,20200511,TMIN,3,18.8,25.5
SA-03,20200512,TMAX,3,39.9,41.4
SA-03,20200512,TMIN,2,23.5,24.0
SA-03,20200513,TMAX,3,40.2,42.1
SA-03,20200513,TMIN,3,25.0,29.7
SA-03,20200514,TMAX,3,38.4,41.4
SA-03,20200514,TMIN,2,26.0,32.1
SA-03,20200515,TMAX,3,36.5,40.5
SA-03,20200515,TMIN,2,28.0,29.0
SA-03,20200516,TMAX,3,38.4,42.0
SA-03,20200516,TMIN,2,25.2,28.0
SA-03,20200517,TMAX,3,38.8,41.4
SA-03,20200517,TMIN,2,27.0,30.0
SA-03,20200518,TMAX,2,39.0,41.0
SA-03,20200518,TMIN,2,23.4,31.0
SA-03,20200519,TMAX,3,40.0,40.8
SA-03,20200519,TMIN,3,25.0,28.0
SA-03,20200520,TMAX,2,39.6,40.0
SA-03,20200520,TMIN,3,23.8,26.8
SA-03,20200521,TMAX,3,39.5,41.2
SA-03,20200521,TMIN,2,25.0,25.5
SA-03,20200522,TMAX,3,40.4,41.0
SA-03,20200522,TMIN,3,26.6,27.0
SA-03,20200523,TMAX,3,41.2,42.0
SA-03,20200523,TMIN,2,26.6,28.0
SA-03,20200524,TMAX,3,39.3,43.0
SA-03,20200524,TMIN,2,23.3,26.6
SA-03,20200525,TMAX,3,34.5,40.1
SA-03,20200525,TMIN,3,21.8,26.1
SA-03,20200526,TMAX,3,38.0,40.0
SA-03,20200526,TMIN,3,21.0,25.8
SA-03,20200527,TMAX,2,40.8,42.0
SA-03,20200527,TMIN,3,23.0,27.0
SA-03,20200528,TMAX,3,40.0,42.9
SA-03,20200528,TMIN,3,22.1,29.0
SA-03,20200529,TMAX,2,39.4,40.5
SA-03,20200529,TMIN,3,25.0,29.4
SA-03,20200530,TMAX,2,38.6,40.0
SA-03,20200530,TMIN,3,25.0,29.5
SA-03,20200531,TMAX,3,40.4,43.2
SA-03,20200531,TMIN,3,24.0,29.7
SA-03,20200601,TMAX,3,37.8,42.3
SA-03,20200601,TMIN,3,23.0,28.5
SA-03,20200602,TMAX,3,39.0,41.6
SA-03,20200602,TMIN,3,22.5,28.5
SA-03,20200603,TMAX,2,42.3,44.0
SA-03,20200603,TMIN,3,25.2,28.0
SA-03,20200604,TMAX,3,39.4,43.3
SA-03,20200604,TMIN,3,28.0,29.0
SA-03,20200605,TMAX,2,39.0,44.3
SA-03,20200605,TMIN,1,30.9,30.9
SA-03,20200606,TMAX,3,40.4,42.4
SA-03,20200606,TMIN,3,26.0,31.7
SA-03,20200607,TMAX,2,41.2,43.5
SA-03,20200607,TMIN,2,27.0,28.5
SA-03,20200608,TMAX,3,41.7,43.0
SA-03,20200608,TMIN,3,24.1,28.0
SA-03,20200609,TMAX,3,42.2,44.0
SA-03,20200609,TMIN,3,24.3,27.7
SA-03,20200610,TMAX,2,42.5,43.2
SA-03,20200610,TMIN,3,26.0,29.0
SA-03,20200611,TMAX,2,39.7,40.0
SA-03,20200611,TMIN,3,26.0,29.2
SA-03,20200612,TMAX,2,39.0,41.3
SA-03,20200612,TMIN,3,27.7,29.4
SA-03,20200613,TMAX,3,40.6,44.5
SA-03,20200613,TMIN,3,27.0,31.5
SA-03,20200614,TMAX,2,41.0,43.3
SA-03,20200614,TMIN,2,26.0,26.0
SA-03,20200615,TMAX,3,37.0,44.1
SA-03,20200615,TMIN,3,27.6,29.6
SA-03,20200616,TMAX,3,38.4,44.6
SA-03,20200616,TMIN,3,25.2,31.0
SA-03,20200617,TMAX,3,38.0,44.4
SA-03,20200617,TMIN,3,25.0,30.0
SA-03,20200618,TMAX,3,40.8,45.0
SA-03,20200618,TMIN,3,24.0,30.1
SA-03,20200619,TMAX,3,40.3,43.4
SA-03,20200619,TMIN,2,27.8,29.5
SA-03,20200620,TMAX,3,38.0,43.0
SA-03,20200620,TMIN,2,24.0,28.9
SA-03,20200621,TMAX,3,37.0,41.0
SA-03,20200621,TMIN,3,24.0,28.5
SA-03,20200622,TMAX,2,41.0,41.2
SA-03,20200622,TMIN,2,25.0,25.0
SA-03,20200623,TMAX,3,41.3,47.6
SA-03,20200623,TMIN,3,27.0,29.2
SA-03,20200624,TMAX,3,38.8,46.0
SA-03,20200624,TMIN,3,29.0,29.8
SA-03,20200625,TMAX,3,40.8,42.0
SA-03,20200625,TMIN,2,23.5,28.0
SA-03,20200626,TMAX,1,40.0,40.0
SA-03,20200626,TMIN,3,25.5,28.0
SA-03,20200627,TMAX,3,43.4,45.2
SA-03,20200627,TMIN,3,26.1,31.6
SA-03,20200628,TMAX,3,44.4,48.5
SA-03,20200628,TMIN,2,28.2,31.7
SA-03,20200629,TMAX,3,45.0,45.1
SA-03,20200629,TMIN,2,29.4,30.5
SA-03,20200630,TMAX,2,42.0,44.0
SA-03,20200630,TMIN,2,29.0,32.0
SA-03,20200701,TMAX,3,39.0,43.6
SA-03,20200701,TMIN,3,27.0,32.5
SA-03,20200702,TMAX,3,37.0,44.4
SA-03,20200702,TMIN,3,25.0,28.7
SA-03,20200703,TMAX,3,40.0,44.1
SA-03,20200703,TMIN,3,24.0,30.0
SA-03,20200704,TMAX,3,44.0,45.0
SA-03,20200704,TMIN,3,26.0,32.6
SA-03,20200705,TMAX,2,42.7,43.0
SA-03,20200705,TMIN,3,28.2,31.9
SA-03,20200706,TMAX,2,39.0,41.1
SA-03,20200706,TMIN,1,26.8,26.8
SA-03,20200707,TMAX,2,40.3,41.4
SA-03,20200707,TMIN,2,26.0,26.5
SA-03,20200708,TMAX,3,39.4,41.7
SA-03,20200708,TMIN,3,24.0,30.5
SA-03,20200709,TMAX,2,41.7,42.0
SA-03,20200709,TMIN,3,23.0,27.7
SA-03,20200710,TMAX,2,40.7,41.0
SA-03,20200710,TMIN,2,28.0,30.0
SA-03,20200711,TMAX,2,38.0,40.7
SA-03,20200712,TMAX,3,37.0,43.5
SA-03,20200712,TMIN,3,24.0,30.0
SA-03,20200713,TMAX,3,38.0,41.5
SA-03,20200713,TMIN,2,28.0,29.0
SA-03,20200714,TMAX,3,41.6,42.0
SA-03,20200714,TMIN,3,27.0,30.5
SA-03,20200715,TMAX,3,42.4,44.0
SA-03,20200715,TMIN,3,26.2,30.0
SA-03,20200716,TMAX,2,44.0,44.0
SA-03,20200716,TMIN,3,26.5,29.8
SA-03,20200717,TMAX,3,41.0,42.7
SA-03,20200717,TMIN,2,27.0,29.4
SA-03,20200718,TMAX,2,38.6,41.7
SA-03,20200718,TMIN,2,27.0,27.2
SA-03,20200719,TMAX,2,41.2,44.8
SA-03,20200719,TMIN,3,25.0,30.0
SA-03,20200720,TMAX,2,47.0,47.0
SA-03,20200720,TMIN,3,28.0,31.4
SA-03,20200721,TMAX,2,38.0,46.2
SA-03,20200721,TMIN,2,31.3,31.7
SA-03,20200722,TMAX,3,37.6,46.7
SA-03,20200722,TMIN,3,30.0,34.0
SA-03,20200723,TMAX,3,38.0,46.7
SA-03,20200723,TMIN,3,30.0,33.0
SA-03,20200724,TMAX,3,39.0,46.8
SA-03,20200724,TMIN,3,31.0,34.0
SA-03,20200725,TMAX,3,36.0,46.4
SA-03,20200725,TMIN,2,31.0,33.7
SA-03,20200726,TMAX,3,40.0,46.0
SA-03,20200726,TMIN,3,29.8,32.4
SA-03,20200727,TMAX,3,38.4,45.2
SA-03,20200727,TMIN,2,32.0,32.4
SA-03,20200728,TMAX,3,39.0,45.1
SA-03,20200728,TMIN,2,29.0,31.0
SA-03,20200729,TMAX,3,36.8,47.1
SA-03,20200729,TMIN,2,30.4,31.0
SA-03,20200730,TMAX,2,36.8,47.5
SA-03,20200730,TMIN,3,31.0,35.0
SA-03,20200731,TMAX,3,37.0,46.6
SA-03,20200731,TMIN,2,31.0,36.8
SA-03,20200801,TMAX,3,36.0,45.0
SA-03,20200801,TMIN,2,32.0,32.0
SA-03,20200802,TMAX,3,38.0,43.2
SA-03,20200802,TMIN,2,31.0,31.8
SA-03,20200803,TMAX,3,39.0,43.7
SA-03,20200803,TMIN,3,29.0,31.0
SA-03,20200804,TMAX,2,38.0,42.8
SA-03,20200804,TMIN,3,29.0,31.5
SA-03,20200805,TMAX,3,38.2,41.4
SA-03,20200805,TMIN,3,29.0,29.2
SA-03,20200806,TMAX,3,38.0,40.6
SA-03,20200806,TMIN,3,24.8,30.0
SA-03,20200807,TMAX,2,37.0,40.6
SA-03,20200807,TMIN,3,24.7,29.0
SA-03,20200808,TMAX,3,36.0,41.6
SA-03,20200808,TMIN,3,29.0,30.2
SA-03,20200809,TMAX,2,41.8,42.3
SA-03,20200809,TMIN,1,31.0,31.0
SA-03,20200810,TMAX,3,38.0,42.6
SA-03,20200810,TMIN,2,30.0,30.0
SA-03,20200811,TMAX,3,40.4,44.0
SA-03,20200811,TMIN,3,28.0,32.0
SA-03,20200812,TMAX,2,40.2,41.6
SA-03,20200812,TMIN,1,26.1,26.1
SA-03,20200813,TMAX,2,40.0,41.7
SA-03,20200813,TMIN,3,27.3,31.5
SA-03,20200814,TMAX,3,39.0,41.8
SA-03,20200814,TMIN,2,28.0,28.4
SA-03,20200815,TMAX,3,40.0,42.2
SA-03,20200815,TMIN,2,27.6,29.2
SA-03,20200816,TMAX,2,38.8,42.3
SA-03,20200816,TMIN,3,28.3,31.5
SA-03,20200817,TMAX,2,41.0,42.8
SA-03,20200817,TMIN,3,28.0,32.0
SA-03,20200818,TMAX,3,43.4,44.0
SA-03,20200818,TMIN,3,27.8,31.0
SA-03,20200819,TMAX,2,43.8,44.0
SA-03,20200819,TMIN,3,27.7,31.9
SA-03,20200820,TMAX,2,44.0,44.8
SA-03,20200820,TMIN,3,28.6,32.0
SA-03,20200821,TMAX,3,42.4,44.5
SA-03,20200821,TMIN,3,27.2,33.0
SA-03,20200822,TMAX,2,37.0,42.0
SA-03,20200822,TMIN,3,28.0,33.0
SA-03,20200823,TMAX,3,38.0,41.2
SA-03,20200823,TMIN,2,25.6,27.8
SA-03,20200824,TMAX,3,41.0,42.7
SA-03,20200824,TMIN,2,25.2,26.8
SA-03,20200825,TMAX,2,41.0,41.5
SA-03,20200825,TMIN,3,26.6,29.9
SA-03,20200826,TMAX,3,40.0,41.0
SA-03,20200826,TMIN,2,25.7,31.0
SA-03,20200827,TMAX,3,39.0,42.5
SA-03,20200827,TMIN,3,26.3,29.9
SA-03,20200828,TMAX,2,37.0,42.0
SA-03,20200828,TMIN,2,25.8,30.5
SA-03,20200829,TMAX,2,39.0,42.2
SA-03,20200829,TMIN,3,25.0,30.0
SA-03,20200830,TMAX,3,41.0,43.8
SA-03,20200830,TMIN,3,25.0,29.0
SA-03,20200831,TMAX,3,43.0,44.2
SA-03,20200831,TMIN,3,25.5,29.7
SA-03,20200901,TMAX,3,42.0,43.5
SA-03,20200901,TMIN,2,26.3,28.0
SA-03,20200902,TMAX,2,43.6,46.0
SA-03,20200902,TMIN,3,27.0,32.0
SA-03,20200903,TMAX,3,42.0,43.8
SA-03,20200903,TMIN,3,28.0,31.0
SA-03,20200904,TMAX,2,43.3,46.0
SA-03,20200904,TMIN,2,29.8,32.4
SA-03,20200905,TMAX,2,42.0,43.4
SA-03,20200905,TMIN,3,28.4,30.8
SA-03,20200906,TMAX,3,43.0,44.1
SA-03,20200906,TMIN,2,28.3,29.0
SA-03,20200907,TMAX,3,43.0,44.7
SA-03,20200907,TMIN,2,27.4,29.0
SA-03,20200908,TMAX,3,39.8,43.7
SA-03,20200908,TMIN,2,27.0,28.0
SA-03,20200909,TMAX,2,38.0,43.3
SA-03,20200909,TMIN,2,28.0,29.0
SA-03,20200910,TMAX,2,38.0,42.9
SA-03,20200910,TMIN,3,29.0,30.0
SA-03,20200911,TMAX,3,41.0,42.6
SA-03,20200911,TMIN,3,28.7,30.0
SA-03,20200912,TMAX,2,39.0,42.2
SA-03,20200912,TMIN,1,30.8,30.8
SA-03,20200913,TMAX,2,43.3,45.0
SA-03,20200913,TMIN,2,30.0,31.8
SA-03,20200914,TMAX,3,43.9,45.0
SA-03,20200914,TMIN,2,29.0,31.0
SA-03,20200915,TMAX,1,43.0,43.0
SA-03,20200915,TMIN,3,28.7,30.0
SA-03,20200916,TMAX,2,42.0,44.1
SA-03,20200916,TMIN,1,30.0,30.0
SA-03,20200917,TMAX,2,43.7,47.0
SA-03,20200917,TMIN,2,27.2,30.0
SA-03,20200918,TMAX,2,43.6,48.0
SA-03,20200918,TMIN,3,28.5,31.3
SA-03,20200919,TMAX,3,42.6,44.0
SA-03,20200919,TMIN,3,26.9,27.9
SA-03,20200920,TMAX,3,41.8,43.3
SA-03,20200920,TMIN,3,26.2,28.0
SA-03,20200921,TMAX,3,40.0,42.6
SA-03,20200921,TMIN,3,24.5,27.0
SA-03,20200922,TMAX,2,42.0,42.5
SA-03,20200922,TMIN,3,26.0,28.0
SA-03,20200923,TMAX,2,42.3,43.2
SA-03,20200923,TMIN,3,26.0,27.1
SA-03,20200924,TMAX,3,42.3,43.0
SA-03,20200924,TMIN,3,26.7,27.8
SA-03,20200925,TMAX,3,41.4,43.6
SA-03,20200925,TMIN,2,27.2,27.3
SA-03,20200926,TMAX,3,40.6,42.3
SA-03,20200926,TMIN,3,25.1,27.5
SA-03,20200927,TMAX,2,40.7,41.0
SA-03,20200927,TMIN,2,24.2,26.5
SA-03,20200928,TMAX,2,39.6,46.0
SA-03,20200928,TMIN,3,27.9,30.0
SA-03,20200929,TMAX,3,38.3,44.0
SA-03,20200929,TMIN,3,25.1,28.6
SA-03,20200930,TMAX,3,39.3,41.0
SA-03,20200930,TMIN,2,23.1,27.0
SA-03,20201001,TMAX,3,36.0,41.3
SA-03,20201001,TMIN,3,23.9,27.5
SA-03,20201002,TMAX,2,40.0,40.9
SA-03,20201002,TMIN,1,27.9,27.9
SA-03,20201003,TMIN,1,28.0,28.0
SA-03,20201004,TMAX,3,36.0,39.7
SA-03,20201004,TMIN,3,25.3,29.0
SA-03,20201005,TMAX,3,35.0,38.2
SA-03,20201005,TMIN,3,22.9,28.6
SA-03,20201006,TMAX,3,38.0,39.9
SA-03,20201006,TMIN,1,23.2,23.2
SA-03,20201007,TMAX,3,39.1,41.0
SA-03,20201007,TMIN,3,23.2,28.0
SA-03,20201008,TMAX,2,38.5,39.2
SA-03,20201008,TMIN,1,27.8,27.8
SA-03,20201009,TMAX,1,39.0,39.0
SA-03,20201009,TMIN,2,27.0,27.8
SA-03,20201010,TMAX,3,37.3,40.2
SA-03,20201010,TMIN,3,23.6,27.0
SA-03,20201011,TMAX,3,37.6,40.0
SA-03,20201011,TMIN,3,23.6,25.0
SA-03,20201012,TMAX,3,36.4,42.0
SA-03,20201012,TMIN,2,23.6,25.0
SA-03,20201013,TMAX,3,37.0,42.0
SA-03,20201013,TMIN,2,22.8,26.0
SA-03,20201014,TMAX,3,36.6,41.0
SA-03,20201014,TMIN,2,20.9,24.0
SA-03,20201015,TMAX,3,35.8,39.0
SA-03,20201015,TMIN,3,22.0,24.7
SA-03,20201016,TMAX,3,36.3,41.5
SA-03,20201016,TMIN,3,23.0,24.0
