date,region_id,weighted_mean_mm,spatial_p95_mm,maximum_mm,coverage_fraction,product,version
2020-11-26,SA-03,0.289,1.9,6.3,1.0,IMERG Final Run daily GIS accumulation,V07B
2020-11-26,SA-04,0.333,3.1,10.0,1.0,IMERG Final Run daily GIS accumulation,V07B
2020-11-26,SA-05,1.27,4.4,6.9,1.0,IMERG Final Run daily GIS accumulation,V07B
2020-11-26,SA-06,0.006,0.0,0.8,1.0,IMERG Final Run daily GIS accumulation,V07B
2020-11-26,SA-07,0.002,0.0,1.1,1.0,IMERG Final Run daily GIS accumulation,V07B
2020-11-26,SA-08,0.007,0.0,1.9,1.0,IMERG Final Run daily GIS accumulation,V07B
2020-11-26,SA-09,0.801,5.18,7.3,1.0,IMERG Final Run daily GIS accumulation,V07B
2020-11-26,SA-10,0.189,1.1,5.4,1.0,IMERG Final Run daily GIS accumulation,V07B
2020-11-26,SA-11,3.027,4.96,6.9,1.0,IMERG Final Run daily GIS accumulation,V07B
2020-11-26,SA-12,0.0,0.0,0.0,1.0,IMERG Final Run daily GIS accumulation,V07B
2020-11-26,SA-14,4.509,8.89,14.2,1.0,IMERG Final Run daily GIS accumulation,V07B
