case_id,initial_time,event_type,status,lead024_file,lead048_file,lead072_file,message,updated_at_utc
20200622_00,2020-06-22T00:00:00Z,heatwave_control,completed,handoff/mazu_like/mazu_like_20200622_00_lead024.nc,handoff/mazu_like/mazu_like_20200622_00_lead048.nc,handoff/mazu_like/mazu_like_20200622_00_lead072.nc,"generated and validated lead024,lead048,lead072",2026-07-17T18:53:41.850498Z
20200627_00,2020-06-27T00:00:00Z,heatwave_event,completed,handoff/mazu_like/mazu_like_20200627_00_lead024.nc,handoff/mazu_like/mazu_like_20200627_00_lead048.nc,handoff/mazu_like/mazu_like_20200627_00_lead072.nc,"generated and validated lead024,lead048,lead072",2026-07-17T20:24:34.864415Z
