case_id,dataset_split,hazard,region_id,lead_time_hours,valid_start_time,valid_end_time,variable,aggregation,observation_source,pair_status,coverage_fraction,station_count,reason
20200806_00,development,heatwave,SA-04,24,2020-08-06T00:00:00Z,2020-08-07T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,24,2020-08-06T00:00:00Z,2020-08-07T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,24,2020-08-06T00:00:00Z,2020-08-07T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200806_00,development,heatwave,SA-04,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200927_00,development,heatwave,SA-04,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200622_00,development,heatwave,SA-04,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200627_00,development,heatwave,SA-04,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,0.8,4,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200623_00,development,heatwave,SA-08,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,tmax_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,tmax_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,tmax_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,tmin_c,station_mean,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,tmin_c,station_max,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
20200702_00,development,heatwave,SA-08,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,tmin_c,station_min,NOAA_SSOD_V2,paired_accepted,1.0,3,SSODv2 synchronous 00-23 UTC day with at least two stations
