case_id,prediction_case_id,event_id,case_role,hazard,region_id,lead_time_hours,valid_start_time,valid_end_time,risk_level,risk_score,confidence,evaluation_scope,candidate_outcome,primary_indicator,primary_value,primary_threshold,severe_threshold,primary_stage_or_duration,weather_screening_status,impact_evidence_status,rule_id,rule_status
20200623_00,20200623_00_024,CTRL-2020-06-NORTH-HEAT-PROSPECTIVE,control,heatwave,SA-08,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,low,0.0,medium,context_only,not_scored_context,tmax_c_spatial_p95,42.94994205097656,47.0,49.0,0,ssod_utc_screened_lower_intensity,unknown,heatwave_candidate_graphcast_scale_v2,draft
20200623_00,20200623_00_048,CTRL-2020-06-NORTH-HEAT-PROSPECTIVE,control,heatwave,SA-08,48,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,tmax_c_spatial_p95,42.162162250976564,47.0,49.0,0,ssod_utc_screened_lower_intensity,unknown,heatwave_candidate_graphcast_scale_v2,draft
20200623_00,20200623_00_072,CTRL-2020-06-NORTH-HEAT-PROSPECTIVE,control,heatwave,SA-08,72,2020-06-25T00:00:00Z,2020-06-26T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,tmax_c_spatial_p95,41.69181085097656,47.0,49.0,0,ssod_utc_screened_lower_intensity,unknown,heatwave_candidate_graphcast_scale_v2,draft
20200702_00,20200702_00_024,EVT-2020-07-NORTH-HEAT-PROSPECTIVE,event,heatwave,SA-08,24,2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,low,0.0,medium,context_only,not_scored_context,tmax_c_spatial_p95,46.174312450976565,47.0,49.0,0,ssod_utc_confirmed,unknown,heatwave_candidate_graphcast_scale_v2,draft
20200702_00,20200702_00_048,EVT-2020-07-NORTH-HEAT-PROSPECTIVE,event,heatwave,SA-08,48,2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,low,0.0,medium,target_window,candidate_miss,tmax_c_spatial_p95,46.72222965097656,47.0,49.0,0,ssod_utc_confirmed,unknown,heatwave_candidate_graphcast_scale_v2,draft
20200702_00,20200702_00_072,EVT-2020-07-NORTH-HEAT-PROSPECTIVE,event,heatwave,SA-08,72,2020-07-04T00:00:00Z,2020-07-05T00:00:00Z,low,4.0,medium,target_window,candidate_miss,tmax_c_spatial_p95,47.44174905097656,47.0,49.0,1,ssod_utc_confirmed,unknown,heatwave_candidate_graphcast_scale_v2,draft
