profile_id,region_id,region_name_en,month,elevation_mean_m,elevation_p10_m,elevation_p50_m,elevation_p90_m,elevation_max_m,elevation_p90_minus_p10_m,elevation_share_above_1000m,precipitation_mean_mm,precipitation_p90_mm,precipitation_max_mm,available_at,prior_status,knowledge_prior_risk,source_ids
SA-10:month03:worldclim21,SA-10,Najran Region,3,914.423,621.0,833.0,1294.0,2108.0,673.0,0.247464,34.713,44.0,53.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-10:month04:worldclim21,SA-10,Najran Region,4,914.423,621.0,833.0,1294.0,2108.0,673.0,0.247464,22.125,30.0,44.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-10:month05:worldclim21,SA-10,Najran Region,5,914.423,621.0,833.0,1294.0,2108.0,673.0,0.247464,5.329,10.0,22.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-10:month06:worldclim21,SA-10,Najran Region,6,914.423,621.0,833.0,1294.0,2108.0,673.0,0.247464,1.458,3.0,5.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-10:month07:worldclim21,SA-10,Najran Region,7,914.423,621.0,833.0,1294.0,2108.0,673.0,0.247464,1.098,2.0,12.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-10:month08:worldclim21,SA-10,Najran Region,8,914.423,621.0,833.0,1294.0,2108.0,673.0,0.247464,4.228,6.0,20.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-10:month09:worldclim21,SA-10,Najran Region,9,914.423,621.0,833.0,1294.0,2108.0,673.0,0.247464,1.317,3.0,4.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-10:month10:worldclim21,SA-10,Najran Region,10,914.423,621.0,833.0,1294.0,2108.0,673.0,0.247464,0.642,2.0,2.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-10:month11:worldclim21,SA-10,Najran Region,11,914.423,621.0,833.0,1294.0,2108.0,673.0,0.247464,1.022,2.0,4.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-10:month12:worldclim21,SA-10,Najran Region,12,914.423,621.0,833.0,1294.0,2108.0,673.0,0.247464,3.933,6.0,7.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month01:worldclim21,SA-11,Al Bahah Region,1,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,19.227,26.0,28.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month02:worldclim21,SA-11,Al Bahah Region,2,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,8.626,9.0,10.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month03:worldclim21,SA-11,Al Bahah Region,3,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,25.461,34.0,36.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month04:worldclim21,SA-11,Al Bahah Region,4,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,17.657,24.0,27.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month05:worldclim21,SA-11,Al Bahah Region,5,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,30.523,39.0,41.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month06:worldclim21,SA-11,Al Bahah Region,6,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,10.469,12.0,13.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month07:worldclim21,SA-11,Al Bahah Region,7,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,11.249,17.0,20.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month08:worldclim21,SA-11,Al Bahah Region,8,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,18.376,24.0,27.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month09:worldclim21,SA-11,Al Bahah Region,9,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,14.473,18.0,21.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month10:worldclim21,SA-11,Al Bahah Region,10,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,13.378,15.0,18.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month11:worldclim21,SA-11,Al Bahah Region,11,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,18.471,20.0,21.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-11:month12:worldclim21,SA-11,Al Bahah Region,12,1209.549,208.0,1418.0,1906.0,2106.0,1698.0,0.686809,14.632,21.0,23.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month01:worldclim21,SA-12,Al Jawf Region,1,703.238,559.0,708.0,842.0,929.0,283.0,0.0,10.972,16.0,17.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month02:worldclim21,SA-12,Al Jawf Region,2,703.238,559.0,708.0,842.0,929.0,283.0,0.0,5.157,7.0,13.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month03:worldclim21,SA-12,Al Jawf Region,3,703.238,559.0,708.0,842.0,929.0,283.0,0.0,9.557,13.0,15.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month04:worldclim21,SA-12,Al Jawf Region,4,703.238,559.0,708.0,842.0,929.0,283.0,0.0,12.046,16.0,18.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month05:worldclim21,SA-12,Al Jawf Region,5,703.238,559.0,708.0,842.0,929.0,283.0,0.0,1.337,2.0,4.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month06:worldclim21,SA-12,Al Jawf Region,6,703.238,559.0,708.0,842.0,929.0,283.0,0.0,0.839,2.0,2.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month07:worldclim21,SA-12,Al Jawf Region,7,703.238,559.0,708.0,842.0,929.0,283.0,0.0,0.0,0.0,0.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month08:worldclim21,SA-12,Al Jawf Region,8,703.238,559.0,708.0,842.0,929.0,283.0,0.0,0.0,0.0,0.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month09:worldclim21,SA-12,Al Jawf Region,9,703.238,559.0,708.0,842.0,929.0,283.0,0.0,0.0,0.0,0.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month10:worldclim21,SA-12,Al Jawf Region,10,703.238,559.0,708.0,842.0,929.0,283.0,0.0,8.825,10.0,12.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month11:worldclim21,SA-12,Al Jawf Region,11,703.238,559.0,708.0,842.0,929.0,283.0,0.0,8.097,12.0,19.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-12:month12:worldclim21,SA-12,Al Jawf Region,12,703.238,559.0,708.0,842.0,929.0,283.0,0.0,8.555,12.0,14.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month01:worldclim21,SA-14,Asir Region,1,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,12.13,18.0,32.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month02:worldclim21,SA-14,Asir Region,2,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,8.657,10.0,11.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month03:worldclim21,SA-14,Asir Region,3,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,39.268,50.0,53.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month04:worldclim21,SA-14,Asir Region,4,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,33.092,45.0,50.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month05:worldclim21,SA-14,Asir Region,5,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,23.808,33.0,40.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month06:worldclim21,SA-14,Asir Region,6,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,7.545,12.0,18.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month07:worldclim21,SA-14,Asir Region,7,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,9.904,18.0,28.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month08:worldclim21,SA-14,Asir Region,8,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,17.454,28.0,36.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month09:worldclim21,SA-14,Asir Region,9,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,10.058,15.0,31.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month10:worldclim21,SA-14,Asir Region,10,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,7.15,12.0,20.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month11:worldclim21,SA-14,Asir Region,11,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,8.329,14.0,20.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
SA-14:month12:worldclim21,SA-14,Asir Region,12,1366.737,795.0,1327.0,2090.0,2368.0,1295.0,0.789351,9.46,15.0,24.0,2020-03-15T00:00:00Z,context_only,,WORLDCLIM21_ELEV_10M;WORLDCLIM21_PREC_10M
