method,source_group,case_id,case_role,region_id,lead_time_hours,evaluation_scope,source_spatial_p95_degc,raw_forecast_tmax_degc,source_maximum_degc,maximum_weight,base_aggregated_tmax_degc,correction_degc,candidate_tmax_degc,observed_tmax_degc,hot_day_threshold_degc,severe_hot_day_threshold_degc,observed_hot_day,candidate_hot_day,candidate_severe_hot_day,forecast_hot_day_streak,candidate_positive
ridge_state_loco_lambda1,2018_cross_year_prospective,20180709_00,event,SA-04,24,target_window,47.452081,47.452081,48.143402,0.0,47.452081,0.33223008777606794,47.78431108777607,47.0,47.249969,49.078418,False,True,False,1,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180709_00,event,SA-04,48,target_window,46.501558,46.501558,47.531647,0.0,46.501558,0.8062572733305808,47.30781527333058,48.0,47.249969,49.078418,True,True,False,2,True
ridge_state_loco_lambda1,2018_cross_year_prospective,20180709_00,event,SA-04,72,target_window,46.41606,46.41606,47.837372,0.0,46.41606,0.8019380837616399,47.21799808376164,48.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180719_00,control,SA-04,24,target_window,45.306812,45.306812,46.342468,0.0,45.306812,0.457459868098938,45.76427186809894,45.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180719_00,control,SA-04,48,target_window,45.943123,45.943123,46.409851,0.0,45.943123,1.0504572069583222,46.99358020695832,45.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2018_cross_year_prospective,20180719_00,control,SA-04,72,target_window,45.913065,45.913065,46.644348,0.0,45.913065,1.1096266326599382,47.02269163265994,44.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200619_00,control,SA-04,24,context_only,43.867627,43.867627,44.670044,0.0,43.867627,0.48459825849723176,44.35222525849723,44.1,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200619_00,control,SA-04,48,target_window,44.084943,44.084943,44.893799,0.0,44.084943,1.091588654565868,45.17653165456587,43.1,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200619_00,control,SA-04,72,target_window,44.450366,44.450366,45.464539,0.0,44.450366,1.0995252166462925,45.549891216646294,43.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200622_00,control,SA-04,24,context_only,43.013921,43.013921,43.666168,0.0,43.013921,0.5804326582353915,43.59435365823539,41.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200622_00,control,SA-04,48,target_window,42.062547,42.062547,43.851593,0.0,42.062547,0.9477444784227188,43.01029147842272,44.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200622_00,control,SA-04,72,target_window,42.636359,42.636359,44.274292,0.0,42.636359,0.9549990227209256,43.591358022720925,44.1,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_prospective_sa08,20200623_00,control,SA-08,24,context_only,40.433228,40.433228,40.785156,0.0,40.433228,1.352499678903543,41.78572767890354,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2020_prospective_sa08,20200623_00,control,SA-08,48,target_window,39.605121,39.605121,40.024261,0.0,39.605121,1.8612825458188573,41.46640354581886,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2020_prospective_sa08,20200623_00,control,SA-08,72,target_window,39.205518,39.205518,39.506744,0.0,39.205518,1.8328699318869255,41.03838793188692,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200627_00,event,SA-04,24,context_only,44.956194,44.956194,45.773193,0.0,44.956194,0.29057931100566736,45.24677331100567,46.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200627_00,event,SA-04,48,target_window,45.007985,45.007985,46.384705,0.0,45.007985,0.7927141139167115,45.80069911391671,47.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200627_00,event,SA-04,72,target_window,45.463254,45.463254,45.994537,0.0,45.463254,0.7429245257135604,46.20617852571356,48.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda1,2020_prospective_sa08,20200702_00,event,SA-08,24,context_only,43.316388,43.316388,44.237,0.0,43.316388,1.598414844502103,44.914802844502105,44.2,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2020_prospective_sa08,20200702_00,event,SA-08,48,target_window,44.190881,44.190881,44.5672,0.0,44.190881,2.015700202502117,46.206581202502115,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda1,2020_prospective_sa08,20200702_00,event,SA-08,72,target_window,45.036707,45.036707,45.202515,0.0,45.036707,2.0404515562054644,47.07715855620546,47.0,47.0,49.0,True,True,False,1,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200706_00,event,SA-04,24,context_only,47.378952,47.378952,48.129761,0.0,47.378952,0.11843687790946245,47.49738887790946,49.0,47.249969,49.078418,True,True,False,1,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200706_00,event,SA-04,48,target_window,47.848279,47.848279,48.488251,0.0,47.848279,0.601819269569074,48.450098269569075,50.0,47.249969,49.078418,True,True,False,2,True
ridge_state_loco_lambda1,2020_retrospective_sa04,20200706_00,event,SA-04,72,context_only,47.985997,47.985997,48.391327,0.0,47.985997,0.7246240476686391,48.71062104766864,48.0,47.249969,49.078418,True,True,False,3,True
ridge_state_loco_lambda1,2020_retrospective_sa04,20200715_00,event,SA-04,24,context_only,47.150662,47.150662,47.497131,0.0,47.150662,0.26263295149168203,47.41329495149168,48.0,47.249969,49.078418,True,True,False,1,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200715_00,event,SA-04,48,target_window,46.327307,46.327307,46.84787,0.0,46.327307,0.9170946411022032,47.2444016411022,46.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200715_00,event,SA-04,72,target_window,45.934428,45.934428,47.112854,0.0,45.934428,0.7787587014156536,46.71318670141565,48.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200806_00,event,SA-04,24,context_only,45.273853,45.273853,46.228577,0.0,45.273853,0.2901062360068628,45.563959236006866,46.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200806_00,event,SA-04,48,target_window,45.082336,45.082336,45.62616,0.0,45.082336,0.7906746234397514,45.87301062343975,47.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200806_00,event,SA-04,72,target_window,45.384962,45.384962,46.726837,0.0,45.384962,0.6724631208887154,46.057425120888716,49.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200908_00,event,SA-04,24,context_only,44.458691,44.458691,46.451538,0.0,44.458691,0.2395614396486202,44.69825243964862,46.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200908_00,event,SA-04,48,target_window,44.70089,44.70089,45.819611,0.0,44.70089,0.6954341505445505,45.39632415054455,48.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200908_00,event,SA-04,72,target_window,44.312521,44.312521,45.126556,0.0,44.312521,0.7342637485055503,45.046784748505544,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200927_00,control,SA-04,24,context_only,42.87088,42.87088,44.483429,0.0,42.87088,0.24070932590308147,43.11158932590308,45.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200927_00,control,SA-04,48,target_window,40.859718,40.859718,41.427032,0.0,40.859718,0.9099099872168696,41.76962798721687,41.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda1,2020_retrospective_sa04,20200927_00,control,SA-04,72,target_window,40.499168,40.499168,40.668945,0.0,40.499168,0.8229317226430429,41.32209972264304,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180601_00,event,SA-04,24,target_window,45.509152,45.509152,47.119934,0.0,45.509152,0.5443782415982716,46.053530241598274,47.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180601_00,event,SA-04,48,target_window,46.568024,46.568024,47.063049,0.0,46.568024,0.6610532752495957,47.229077275249594,48.2,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180601_00,event,SA-04,72,target_window,46.616957,46.616957,47.945801,0.0,46.616957,0.6935870778709657,47.310544077870965,47.3,47.249969,49.078418,True,True,False,1,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180614_00,control,SA-04,24,target_window,45.632617,45.632617,46.299377,0.0,45.632617,0.8550120894208946,46.4876290894209,43.3,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180614_00,control,SA-04,48,target_window,45.749274,45.749274,46.285767,0.0,45.749274,1.0890170036535316,46.83829100365353,43.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180614_00,control,SA-04,72,target_window,44.504704,44.504704,44.945923,0.0,44.504704,1.1049683249565132,45.60967232495651,42.8,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180619_00,event,SA-03,24,target_window,43.52858,43.52858,44.153992,0.0,43.52858,0.8447269050122352,44.373306905012235,45.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180619_00,event,SA-03,48,target_window,44.2686,44.2686,45.414276,0.0,44.2686,0.9717195581372099,45.24031955813721,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180619_00,event,SA-03,72,target_window,44.862366,44.862366,47.78302,0.0,44.862366,0.9452062356292121,45.807572235629216,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180623_00,control,SA-03,24,target_window,43.710217,43.710217,47.004944,0.0,43.710217,1.241267005984701,44.9514840059847,43.4,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180623_00,control,SA-03,48,target_window,43.328873,43.328873,44.586487,0.0,43.328873,1.4680183742636421,44.796891374263645,44.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180623_00,control,SA-03,72,target_window,42.828177,42.828177,43.891113,0.0,42.828177,1.5316803513596058,44.3598573513596,43.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180709_00,event,SA-04,24,target_window,47.452081,47.452081,48.143402,0.0,47.452081,0.4684131944258608,47.920494194425864,47.0,47.249969,49.078418,False,True,False,1,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180709_00,event,SA-04,48,target_window,46.501558,46.501558,47.531647,0.0,46.501558,0.7178901783434095,47.21944817834341,48.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180709_00,event,SA-04,72,target_window,46.41606,46.41606,47.837372,0.0,46.41606,0.7199638397900412,47.13602383979004,48.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180719_00,control,SA-04,24,target_window,45.306812,45.306812,46.342468,0.0,45.306812,0.7573081626034612,46.06412016260346,45.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180719_00,control,SA-04,48,target_window,45.943123,45.943123,46.409851,0.0,45.943123,0.9575019782217955,46.90062497822179,45.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2018_cross_year_prospective,20180719_00,control,SA-04,72,target_window,45.913065,45.913065,46.644348,0.0,45.913065,0.9966134926328922,46.90967849263289,44.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200619_00,control,SA-04,24,context_only,43.867627,43.867627,44.670044,0.0,43.867627,0.8439250885364515,44.71155208853645,44.1,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200619_00,control,SA-04,48,target_window,44.084943,44.084943,44.893799,0.0,44.084943,1.0668853382809471,45.15182833828095,43.1,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200619_00,control,SA-04,72,target_window,44.450366,44.450366,45.464539,0.0,44.450366,1.0502563484728842,45.50062234847289,43.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200622_00,control,SA-04,24,context_only,43.013921,43.013921,43.666168,0.0,43.013921,0.9025381388494245,43.916459138849426,41.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200622_00,control,SA-04,48,target_window,42.062547,42.062547,43.851593,0.0,42.062547,1.11356321385848,43.17611021385848,44.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200622_00,control,SA-04,72,target_window,42.636359,42.636359,44.274292,0.0,42.636359,1.0806313462345123,43.71699034623451,44.1,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_prospective_sa08,20200623_00,control,SA-08,24,context_only,40.433228,40.433228,40.785156,0.0,40.433228,1.154520235251439,41.58774823525144,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2020_prospective_sa08,20200623_00,control,SA-08,48,target_window,39.605121,39.605121,40.024261,0.0,39.605121,1.3741999932709457,40.979320993270946,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2020_prospective_sa08,20200623_00,control,SA-08,72,target_window,39.205518,39.205518,39.506744,0.0,39.205518,1.3632318065338298,40.56874980653383,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200627_00,event,SA-04,24,context_only,44.956194,44.956194,45.773193,0.0,44.956194,0.5743900224198396,45.530584022419845,46.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200627_00,event,SA-04,48,target_window,45.007985,45.007985,46.384705,0.0,45.007985,0.7743291117574708,45.78231411175747,47.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200627_00,event,SA-04,72,target_window,45.463254,45.463254,45.994537,0.0,45.463254,0.7136426730500186,46.17689667305002,48.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda10,2020_prospective_sa08,20200702_00,event,SA-08,24,context_only,43.316388,43.316388,44.237,0.0,43.316388,1.1967483449481966,44.5131363449482,44.2,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2020_prospective_sa08,20200702_00,event,SA-08,48,target_window,44.190881,44.190881,44.5672,0.0,44.190881,1.2884877666811074,45.479368766681105,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda10,2020_prospective_sa08,20200702_00,event,SA-08,72,target_window,45.036707,45.036707,45.202515,0.0,45.036707,1.244061722194025,46.280768722194026,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200706_00,event,SA-04,24,context_only,47.378952,47.378952,48.129761,0.0,47.378952,0.3034668474581173,47.682418847458116,49.0,47.249969,49.078418,True,True,False,1,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200706_00,event,SA-04,48,target_window,47.848279,47.848279,48.488251,0.0,47.848279,0.4388617173004106,48.28714071730041,50.0,47.249969,49.078418,True,True,False,2,True
ridge_state_loco_lambda10,2020_retrospective_sa04,20200706_00,event,SA-04,72,context_only,47.985997,47.985997,48.391327,0.0,47.985997,0.5073928351999442,48.49338983519994,48.0,47.249969,49.078418,True,True,False,3,True
ridge_state_loco_lambda10,2020_retrospective_sa04,20200715_00,event,SA-04,24,context_only,47.150662,47.150662,47.497131,0.0,47.150662,0.4590322842968892,47.609694284296886,48.0,47.249969,49.078418,True,True,False,1,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200715_00,event,SA-04,48,target_window,46.327307,46.327307,46.84787,0.0,46.327307,0.7904904297896005,47.1177974297896,46.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200715_00,event,SA-04,72,target_window,45.934428,45.934428,47.112854,0.0,45.934428,0.7248054369043588,46.65923343690436,48.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200806_00,event,SA-04,24,context_only,45.273853,45.273853,46.228577,0.0,45.273853,0.5407052044373427,45.81455820443735,46.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200806_00,event,SA-04,48,target_window,45.082336,45.082336,45.62616,0.0,45.082336,0.7657415435147575,45.848077543514755,47.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200806_00,event,SA-04,72,target_window,45.384962,45.384962,46.726837,0.0,45.384962,0.6706120541570096,46.05557405415701,49.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200908_00,event,SA-04,24,context_only,44.458691,44.458691,46.451538,0.0,44.458691,0.5618976499729738,45.02058864997298,46.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200908_00,event,SA-04,48,target_window,44.70089,44.70089,45.819611,0.0,44.70089,0.7224667526200552,45.42335675262006,48.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200908_00,event,SA-04,72,target_window,44.312521,44.312521,45.126556,0.0,44.312521,0.7710891593276712,45.08361015932767,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200927_00,control,SA-04,24,context_only,42.87088,42.87088,44.483429,0.0,42.87088,0.7524273291829777,43.62330732918298,45.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200927_00,control,SA-04,48,target_window,40.859718,40.859718,41.427032,0.0,40.859718,1.175560066571868,42.03527806657187,41.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda10,2020_retrospective_sa04,20200927_00,control,SA-04,72,target_window,40.499168,40.499168,40.668945,0.0,40.499168,1.1468201648684806,41.64598816486848,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180601_00,event,SA-04,24,target_window,45.509152,45.509152,47.119934,0.0,45.509152,0.7649015114794951,46.274053511479494,47.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180601_00,event,SA-04,48,target_window,46.568024,46.568024,47.063049,0.0,46.568024,0.7006294611614291,47.26865346116143,48.2,47.249969,49.078418,True,True,False,1,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180601_00,event,SA-04,72,target_window,46.616957,46.616957,47.945801,0.0,46.616957,0.7043318652912067,47.32128886529121,47.3,47.249969,49.078418,True,True,False,2,True
ridge_state_loco_lambda100,2018_cross_year_prospective,20180614_00,control,SA-04,24,target_window,45.632617,45.632617,46.299377,0.0,45.632617,1.0405207260494784,46.67313772604948,43.3,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180614_00,control,SA-04,48,target_window,45.749274,45.749274,46.285767,0.0,45.749274,1.0699131352865026,46.819187135286505,43.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180614_00,control,SA-04,72,target_window,44.504704,44.504704,44.945923,0.0,44.504704,1.1276507367950455,45.632354736795044,42.8,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180619_00,event,SA-03,24,target_window,43.52858,43.52858,44.153992,0.0,43.52858,0.92822770178826,44.45680770178826,45.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180619_00,event,SA-03,48,target_window,44.2686,44.2686,45.414276,0.0,44.2686,0.8961091342585629,45.164709134258565,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180619_00,event,SA-03,72,target_window,44.862366,44.862366,47.78302,0.0,44.862366,0.8541641365205762,45.716530136520575,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180623_00,control,SA-03,24,target_window,43.710217,43.710217,47.004944,0.0,43.710217,1.0941467734213945,44.80436377342139,43.4,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180623_00,control,SA-03,48,target_window,43.328873,43.328873,44.586487,0.0,43.328873,1.1552919766397167,44.48416497663972,44.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180623_00,control,SA-03,72,target_window,42.828177,42.828177,43.891113,0.0,42.828177,1.2047182361075208,44.03289523610752,43.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180709_00,event,SA-04,24,target_window,47.452081,47.452081,48.143402,0.0,47.452081,0.6505980861599571,48.10267908615996,47.0,47.249969,49.078418,False,True,False,1,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180709_00,event,SA-04,48,target_window,46.501558,46.501558,47.531647,0.0,46.501558,0.750715226611241,47.252273226611244,48.0,47.249969,49.078418,True,True,False,2,True
ridge_state_loco_lambda100,2018_cross_year_prospective,20180709_00,event,SA-04,72,target_window,46.41606,46.41606,47.837372,0.0,46.41606,0.7564816098926707,47.172541609892676,48.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180719_00,control,SA-04,24,target_window,45.306812,45.306812,46.342468,0.0,45.306812,0.9696338467191415,46.27644584671914,45.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180719_00,control,SA-04,48,target_window,45.943123,45.943123,46.409851,0.0,45.943123,0.9658067955490642,46.908929795549064,45.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2018_cross_year_prospective,20180719_00,control,SA-04,72,target_window,45.913065,45.913065,46.644348,0.0,45.913065,0.9756717088945511,46.888736708894555,44.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200619_00,control,SA-04,24,context_only,43.867627,43.867627,44.670044,0.0,43.867627,1.055536431565492,44.92316343156549,44.1,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200619_00,control,SA-04,48,target_window,44.084943,44.084943,44.893799,0.0,44.084943,1.0709187179394208,45.15586171793942,43.1,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200619_00,control,SA-04,72,target_window,44.450366,44.450366,45.464539,0.0,44.450366,1.0430518381025768,45.49341783810258,43.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200622_00,control,SA-04,24,context_only,43.013921,43.013921,43.666168,0.0,43.013921,1.0676232010831064,44.08154420108311,41.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200622_00,control,SA-04,48,target_window,42.062547,42.062547,43.851593,0.0,42.062547,1.1681055783499057,43.23065257834991,44.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200622_00,control,SA-04,72,target_window,42.636359,42.636359,44.274292,0.0,42.636359,1.1217956086197698,43.75815460861977,44.1,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_prospective_sa08,20200623_00,control,SA-08,24,context_only,40.433228,40.433228,40.785156,0.0,40.433228,0.9637005388159836,41.396928538815985,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda100,2020_prospective_sa08,20200623_00,control,SA-08,48,target_window,39.605121,39.605121,40.024261,0.0,39.605121,1.009359675211654,40.61448067521165,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda100,2020_prospective_sa08,20200623_00,control,SA-08,72,target_window,39.205518,39.205518,39.506744,0.0,39.205518,1.0131615188840568,40.21867951888405,42.0,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200627_00,event,SA-04,24,context_only,44.956194,44.956194,45.773193,0.0,44.956194,0.7826157198133481,45.738809719813354,46.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200627_00,event,SA-04,48,target_window,45.007985,45.007985,46.384705,0.0,45.007985,0.8081929654375246,45.816177965437525,47.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200627_00,event,SA-04,72,target_window,45.463254,45.463254,45.994537,0.0,45.463254,0.7636914862414428,46.22694548624144,48.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda100,2020_prospective_sa08,20200702_00,event,SA-08,24,context_only,43.316388,43.316388,44.237,0.0,43.316388,1.0045420666407325,44.320930066640734,44.2,47.0,49.0,False,False,False,0,False
ridge_state_loco_lambda100,2020_prospective_sa08,20200702_00,event,SA-08,48,target_window,44.190881,44.190881,44.5672,0.0,44.190881,0.956254066076731,45.14713506607673,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda100,2020_prospective_sa08,20200702_00,event,SA-08,72,target_window,45.036707,45.036707,45.202515,0.0,45.036707,0.8938309915144584,45.930537991514456,47.0,47.0,49.0,True,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200706_00,event,SA-04,24,context_only,47.378952,47.378952,48.129761,0.0,47.378952,0.5518577251299169,47.93080972512991,49.0,47.249969,49.078418,True,True,False,1,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200706_00,event,SA-04,48,target_window,47.848279,47.848279,48.488251,0.0,47.848279,0.5281801492967614,48.37645914929676,50.0,47.249969,49.078418,True,True,False,2,True
ridge_state_loco_lambda100,2020_retrospective_sa04,20200706_00,event,SA-04,72,context_only,47.985997,47.985997,48.391327,0.0,47.985997,0.5325013207994664,48.518498320799466,48.0,47.249969,49.078418,True,True,False,3,True
ridge_state_loco_lambda100,2020_retrospective_sa04,20200715_00,event,SA-04,24,context_only,47.150662,47.150662,47.497131,0.0,47.150662,0.6683955515487205,47.81905755154872,48.0,47.249969,49.078418,True,True,False,1,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200715_00,event,SA-04,48,target_window,46.327307,46.327307,46.84787,0.0,46.327307,0.7760841612160991,47.103391161216095,46.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200715_00,event,SA-04,72,target_window,45.934428,45.934428,47.112854,0.0,45.934428,0.7866825050593681,46.721110505059364,48.0,47.249969,49.078418,True,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200806_00,event,SA-04,24,context_only,45.273853,45.273853,46.228577,0.0,45.273853,0.7388991904829675,46.01275219048297,46.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200806_00,event,SA-04,48,target_window,45.082336,45.082336,45.62616,0.0,45.082336,0.7882881523415765,45.87062415234158,47.0,47.249969,49.078418,False,False,False,0,False
ridge_state_loco_lambda100,2020_retrospective_sa04,20200806_00,event,SA-04,72,target_window,45.384962,45.384962,46.726837,0.0,45.384962,0.7463094072049921,46.13127140720499,49.0,47.249969,49.078418,True,False,False,0,False
