case_id,initial_time,lead_time_hours,valid_start_time,valid_end_time,region_id,variable,aggregation,forecast_value,observed_value,unit,event_threshold,observation_source,observation_id,coverage_fraction,station_count,qc_status
20200619_00,2020-06-19T00:00:00Z,72,2020-06-21T00:00:00Z,2020-06-22T00:00:00Z,SA-04,tmin_c,station_mean,29.15320587158203,27.5,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-21_SA-04_tmin_c_station_mean,0.8,4,accepted
20200619_00,2020-06-19T00:00:00Z,72,2020-06-21T00:00:00Z,2020-06-22T00:00:00Z,SA-04,tmin_c,station_max,31.000640869140625,28.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-21_SA-04_tmin_c_station_max,0.8,4,accepted
20200619_00,2020-06-19T00:00:00Z,72,2020-06-21T00:00:00Z,2020-06-22T00:00:00Z,SA-04,tmin_c,station_min,27.2177734375,26.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-21_SA-04_tmin_c_station_min,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,24,2020-09-08T00:00:00Z,2020-09-09T00:00:00Z,SA-04,tmax_c,station_mean,42.15216827392578,45.15,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-08_SA-04_tmax_c_station_mean,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,24,2020-09-08T00:00:00Z,2020-09-09T00:00:00Z,SA-04,tmax_c,station_max,44.647369384765625,46.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-08_SA-04_tmax_c_station_max,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,24,2020-09-08T00:00:00Z,2020-09-09T00:00:00Z,SA-04,tmax_c,station_min,37.8533935546875,44.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-08_SA-04_tmax_c_station_min,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,24,2020-09-08T00:00:00Z,2020-09-09T00:00:00Z,SA-04,tmin_c,station_mean,30.806365966796875,27.725,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-08_SA-04_tmin_c_station_mean,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,24,2020-09-08T00:00:00Z,2020-09-09T00:00:00Z,SA-04,tmin_c,station_max,32.645477294921875,28.4,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-08_SA-04_tmin_c_station_max,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,24,2020-09-08T00:00:00Z,2020-09-09T00:00:00Z,SA-04,tmin_c,station_min,29.59307861328125,26.6,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-08_SA-04_tmin_c_station_min,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,48,2020-09-09T00:00:00Z,2020-09-10T00:00:00Z,SA-04,tmax_c,station_mean,42.78404235839844,46.5,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-09_SA-04_tmax_c_station_mean,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,48,2020-09-09T00:00:00Z,2020-09-10T00:00:00Z,SA-04,tmax_c,station_max,45.340362548828125,48.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-09_SA-04_tmax_c_station_max,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,48,2020-09-09T00:00:00Z,2020-09-10T00:00:00Z,SA-04,tmax_c,station_min,38.077606201171875,46.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-09_SA-04_tmax_c_station_min,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,48,2020-09-09T00:00:00Z,2020-09-10T00:00:00Z,SA-04,tmin_c,station_mean,30.108245849609375,29.75,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-09_SA-04_tmin_c_station_mean,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,48,2020-09-09T00:00:00Z,2020-09-10T00:00:00Z,SA-04,tmin_c,station_max,31.89129638671875,31.0,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-09_SA-04_tmin_c_station_max,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,48,2020-09-09T00:00:00Z,2020-09-10T00:00:00Z,SA-04,tmin_c,station_min,29.2261962890625,29.0,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-09_SA-04_tmin_c_station_min,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,72,2020-09-10T00:00:00Z,2020-09-11T00:00:00Z,SA-04,tmax_c,station_mean,42.076995849609375,44.55,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-10_SA-04_tmax_c_station_mean,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,72,2020-09-10T00:00:00Z,2020-09-11T00:00:00Z,SA-04,tmax_c,station_max,44.105926513671875,47.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-10_SA-04_tmax_c_station_max,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,72,2020-09-10T00:00:00Z,2020-09-11T00:00:00Z,SA-04,tmax_c,station_min,36.757781982421875,41.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-10_SA-04_tmax_c_station_min,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,72,2020-09-10T00:00:00Z,2020-09-11T00:00:00Z,SA-04,tmin_c,station_mean,29.546432495117188,27.4,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-10_SA-04_tmin_c_station_mean,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,72,2020-09-10T00:00:00Z,2020-09-11T00:00:00Z,SA-04,tmin_c,station_max,31.397003173828125,29.0,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-10_SA-04_tmin_c_station_max,0.8,4,accepted
20200908_00,2020-09-08T00:00:00Z,72,2020-09-10T00:00:00Z,2020-09-11T00:00:00Z,SA-04,tmin_c,station_min,28.218475341796875,25.0,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-10_SA-04_tmin_c_station_min,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,24,2020-08-06T00:00:00Z,2020-08-07T00:00:00Z,SA-04,tmax_c,station_mean,41.962135314941406,44.2,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-06_SA-04_tmax_c_station_mean,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,24,2020-08-06T00:00:00Z,2020-08-07T00:00:00Z,SA-04,tmax_c,station_max,43.514373779296875,46.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-06_SA-04_tmax_c_station_max,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,24,2020-08-06T00:00:00Z,2020-08-07T00:00:00Z,SA-04,tmax_c,station_min,38.818115234375,42.8,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-06_SA-04_tmax_c_station_min,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,24,2020-08-06T00:00:00Z,2020-08-07T00:00:00Z,SA-04,tmin_c,station_mean,31.508094787597656,30.95,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-06_SA-04_tmin_c_station_mean,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,24,2020-08-06T00:00:00Z,2020-08-07T00:00:00Z,SA-04,tmin_c,station_max,33.569427490234375,32.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-06_SA-04_tmin_c_station_max,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,24,2020-08-06T00:00:00Z,2020-08-07T00:00:00Z,SA-04,tmin_c,station_min,30.306060791015625,30.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-06_SA-04_tmin_c_station_min,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,SA-04,tmax_c,station_mean,42.44622802734375,45.5,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-07_SA-04_tmax_c_station_mean,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,SA-04,tmax_c,station_max,44.59600830078125,47.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-07_SA-04_tmax_c_station_max,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,SA-04,tmax_c,station_min,38.532745361328125,45.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-07_SA-04_tmax_c_station_min,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,SA-04,tmin_c,station_mean,32.15525817871094,30.25,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-07_SA-04_tmin_c_station_mean,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,SA-04,tmin_c,station_max,33.141387939453125,31.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-07_SA-04_tmin_c_station_max,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,SA-04,tmin_c,station_min,30.5506591796875,29.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-07_SA-04_tmin_c_station_min,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,SA-04,tmax_c,station_mean,43.11250305175781,46.625,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-08_SA-04_tmax_c_station_mean,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,SA-04,tmax_c,station_max,45.696685791015625,49.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-08_SA-04_tmax_c_station_max,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,SA-04,tmax_c,station_min,38.283050537109375,44.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-08_SA-04_tmax_c_station_min,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,SA-04,tmin_c,station_mean,32.029144287109375,31.5,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-08_SA-04_tmin_c_station_mean,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,SA-04,tmin_c,station_max,32.922271728515625,32.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-08_SA-04_tmin_c_station_max,0.8,4,accepted
20200806_00,2020-08-06T00:00:00Z,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,SA-04,tmin_c,station_min,31.29913330078125,31.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-08-08_SA-04_tmin_c_station_min,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,SA-04,tmax_c,station_mean,40.02931213378906,43.25,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-27_SA-04_tmax_c_station_mean,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,SA-04,tmax_c,station_max,42.331024169921875,45.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-27_SA-04_tmax_c_station_max,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,SA-04,tmax_c,station_min,35.929840087890625,42.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-27_SA-04_tmax_c_station_min,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,SA-04,tmin_c,station_mean,28.138275146484375,25.65,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-27_SA-04_tmin_c_station_mean,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,SA-04,tmin_c,station_max,29.845458984375,28.0,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-27_SA-04_tmin_c_station_max,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,SA-04,tmin_c,station_min,26.53448486328125,24.6,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-27_SA-04_tmin_c_station_min,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,SA-04,tmax_c,station_mean,37.83302307128906,39.475,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-28_SA-04_tmax_c_station_mean,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,SA-04,tmax_c,station_max,39.599700927734375,41.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-28_SA-04_tmax_c_station_max,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,SA-04,tmax_c,station_min,34.849517822265625,37.4,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-28_SA-04_tmax_c_station_min,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,SA-04,tmin_c,station_mean,26.47449493408203,26.6,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-28_SA-04_tmin_c_station_mean,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,SA-04,tmin_c,station_max,29.611053466796875,27.0,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-28_SA-04_tmin_c_station_max,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,SA-04,tmin_c,station_min,24.380218505859375,26.0,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-28_SA-04_tmin_c_station_min,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,SA-04,tmax_c,station_mean,37.95532989501953,40.35,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-29_SA-04_tmax_c_station_mean,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,SA-04,tmax_c,station_max,39.844329833984375,42.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-29_SA-04_tmax_c_station_max,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,SA-04,tmax_c,station_min,34.910675048828125,39.2,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-29_SA-04_tmax_c_station_min,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,SA-04,tmin_c,station_mean,27.10382080078125,25.5,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-29_SA-04_tmin_c_station_mean,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,SA-04,tmin_c,station_max,30.456939697265625,27.0,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-29_SA-04_tmin_c_station_max,0.8,4,accepted
20200927_00,2020-09-27T00:00:00Z,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,SA-04,tmin_c,station_min,25.215911865234375,23.6,degC,34.674957,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-09-29_SA-04_tmin_c_station_min,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,SA-04,tmax_c,station_mean,38.389076232910156,40.25,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-22_SA-04_tmax_c_station_mean,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,SA-04,tmax_c,station_max,40.027740478515625,41.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-22_SA-04_tmax_c_station_max,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,SA-04,tmax_c,station_min,35.590484619140625,39.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-22_SA-04_tmax_c_station_min,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,SA-04,tmin_c,station_mean,30.31989288330078,27.75,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-22_SA-04_tmin_c_station_mean,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,SA-04,tmin_c,station_max,32.05401611328125,28.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-22_SA-04_tmin_c_station_max,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,24,2020-06-22T00:00:00Z,2020-06-23T00:00:00Z,SA-04,tmin_c,station_min,27.5458984375,27.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-22_SA-04_tmin_c_station_min,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-04,tmax_c,station_mean,39.5999755859375,42.625,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-04_tmax_c_station_mean,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-04,tmax_c,station_max,41.056732177734375,44.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-04_tmax_c_station_max,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-04,tmax_c,station_min,35.582855224609375,42.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-04_tmax_c_station_min,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-04,tmin_c,station_mean,28.3408203125,27.5,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-04_tmin_c_station_mean,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-04,tmin_c,station_max,29.421142578125,29.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-04_tmin_c_station_max,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,48,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-04,tmin_c,station_min,27.00286865234375,26.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-04_tmin_c_station_min,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-04,tmax_c,station_mean,39.59233856201172,43.2,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-04_tmax_c_station_mean,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-04,tmax_c,station_max,41.63800048828125,44.1,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-04_tmax_c_station_max,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-04,tmax_c,station_min,35.083465576171875,42.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-04_tmax_c_station_min,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-04,tmin_c,station_mean,28.511520385742188,27.825,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-04_tmin_c_station_mean,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-04,tmin_c,station_max,30.058990478515625,29.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-04_tmin_c_station_max,0.8,4,accepted
20200622_00,2020-06-22T00:00:00Z,72,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,SA-04,tmin_c,station_min,27.440765380859375,26.5,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-24_SA-04_tmin_c_station_min,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,SA-04,tmax_c,station_mean,41.90043640136719,45.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-27_SA-04_tmax_c_station_mean,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,SA-04,tmax_c,station_max,44.3284912109375,46.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-27_SA-04_tmax_c_station_max,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,SA-04,tmax_c,station_min,36.583892822265625,44.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-27_SA-04_tmax_c_station_min,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,SA-04,tmin_c,station_mean,30.530433654785156,29.5,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-27_SA-04_tmin_c_station_mean,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,SA-04,tmin_c,station_max,32.62445068359375,31.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-27_SA-04_tmin_c_station_max,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,24,2020-06-27T00:00:00Z,2020-06-28T00:00:00Z,SA-04,tmin_c,station_min,28.364013671875,28.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-27_SA-04_tmin_c_station_min,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,SA-04,tmax_c,station_mean,42.422752380371094,46.15,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-28_SA-04_tmax_c_station_mean,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,SA-04,tmax_c,station_max,44.792877197265625,47.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-28_SA-04_tmax_c_station_max,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,SA-04,tmax_c,station_min,37.1240234375,45.6,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-28_SA-04_tmax_c_station_min,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,SA-04,tmin_c,station_mean,30.778854370117188,29.25,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-28_SA-04_tmin_c_station_mean,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,SA-04,tmin_c,station_max,31.66131591796875,30.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-28_SA-04_tmin_c_station_max,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,48,2020-06-28T00:00:00Z,2020-06-29T00:00:00Z,SA-04,tmin_c,station_min,29.509918212890625,28.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-28_SA-04_tmin_c_station_min,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,SA-04,tmax_c,station_mean,42.834228515625,46.95,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-29_SA-04_tmax_c_station_mean,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,SA-04,tmax_c,station_max,44.974334716796875,48.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-29_SA-04_tmax_c_station_max,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,SA-04,tmax_c,station_min,37.098541259765625,46.0,degC,47.249969,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-29_SA-04_tmax_c_station_min,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,SA-04,tmin_c,station_mean,30.000457763671875,29.65,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-29_SA-04_tmin_c_station_mean,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,SA-04,tmin_c,station_max,30.769561767578125,31.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-29_SA-04_tmin_c_station_max,0.8,4,accepted
20200627_00,2020-06-27T00:00:00Z,72,2020-06-29T00:00:00Z,2020-06-30T00:00:00Z,SA-04,tmin_c,station_min,29.469146728515625,28.0,degC,36.33952,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-29_SA-04_tmin_c_station_min,0.8,4,accepted
20200623_00,2020-06-23T00:00:00Z,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-08,tmax_c,station_mean,37.268452962239586,39.06666666666667,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-08_tmax_c_station_mean,1.0,3,accepted
20200623_00,2020-06-23T00:00:00Z,24,2020-06-23T00:00:00Z,2020-06-24T00:00:00Z,SA-08,tmax_c,station_max,39.274871826171875,42.0,degC,47.0,NOAA_SSOD_V2,NOAA_SSOD_V2_2020-06-23_SA-08_tmax_c_station_max,1.0,3,accepted
