source_group,case_role,lead_time_hours,evaluation_scope,raw_forecast_tmax_degc,source_maximum_degc,hot_day_threshold_degc,severe_hot_day_threshold_degc,valid_date,source_spatial_p95_degc,base_aggregated_tmax_degc,method,maximum_weight,correction_degc,candidate_tmax_degc,candidate_hot_day,candidate_severe_hot_day,forecast_hot_day_streak,candidate_positive,base_candidate_positive,base_method,knowledge_mode,near_threshold_margin_degc,temporal_minimum_near_windows,spatial_maximum_margin_degc,complexity_rank,knowledge_triggered,integrated_hot_day,integrated_hot_day_streak,case_id,region_id,observed_tmax_degc,observed_hot_day,observation_station_count,base_risk_level,joint_final_risk_level
2020_independent_existing_split,event,24,context_only,47.397266,48.690063,47.249969,49.078418,2020-07-29,47.397266,47.397266,joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p0,0.0,1.4811340000000008,48.8784,True,False,1,False,False,pooled_median_loco,temporal_or_spatial,1.0,3.0,0.0,3,False,True,1,20200729_00,SA-04,49.0,True,4,medium,medium
2020_independent_existing_split,event,48,target_window,49.024632,50.461731,47.249969,49.078418,2020-07-30,49.024632,49.024632,joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p0,0.0,1.4811340000000008,50.505765999999994,True,True,2,True,True,pooled_median_loco,temporal_or_spatial,1.0,3.0,0.0,3,False,True,2,20200729_00,SA-04,49.0,True,4,high,high
2020_independent_existing_split,event,72,target_window,48.524547,49.952148,47.249969,49.078418,2020-07-31,48.524547,48.524547,joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p0,0.0,1.4811340000000008,50.005680999999996,True,True,3,True,True,pooled_median_loco,temporal_or_spatial,1.0,3.0,0.0,3,False,True,3,20200729_00,SA-04,50.0,True,4,high,high
2020_independent_existing_split,event,24,context_only,48.838715,49.08316,47.0,49.0,2020-07-29,48.838715,48.838715,joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p0,0.0,1.4811340000000008,50.319849000000005,True,True,1,True,True,pooled_median_loco,temporal_or_spatial,1.0,3.0,0.0,3,False,True,1,20200729_00,SA-08,50.0,True,3,high,high
2020_independent_existing_split,event,48,target_window,48.488361,48.920624,47.0,49.0,2020-07-30,48.488361,48.488361,joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p0,0.0,1.4811340000000008,49.969494999999995,True,True,2,True,True,pooled_median_loco,temporal_or_spatial,1.0,3.0,0.0,3,False,True,2,20200729_00,SA-08,51.0,True,3,high,high
2020_independent_existing_split,event,72,target_window,47.344202,47.621613,47.0,49.0,2020-07-31,47.344202,47.344202,joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p0,0.0,1.4811340000000008,48.82533600000001,True,False,3,True,True,pooled_median_loco,temporal_or_spatial,1.0,3.0,0.0,3,False,True,3,20200729_00,SA-08,50.0,True,3,high,high
